	otu	otu_occ	otu_rel	fill
8723	ASV9196	0.000835422	4.75E-08	core
8724	ASV9197	0.000835422	8.82E-08	core
8725	ASV9198	0.007518797	3.64E-06	core
8726	ASV9199	0.000835422	5.93E-08	core
8727	ASV9200	0.000835422	7.33E-08	core
8728	ASV9201	0.000835422	2.29E-07	core
8729	ASV9202	0.001670844	5.98E-06	core
8730	ASV9203	0.023391813	2.06E-05	core
8731	ASV9204	0.000835422	1.73E-08	core
8732	ASV9205	0.001670844	5.21E-06	core
8733	ASV9206	0.000835422	7.73E-08	core
8734	ASV9207	0.000835422	3.67E-08	core
8735	ASV9208	0.000835422	2.41E-07	core
8736	ASV9209	0.000835422	4.02E-07	core
8737	ASV9210	0.000835422	1.85E-07	core
8738	ASV9211	0.000835422	4.03E-08	core
8739	ASV9212	0.000835422	1.01E-06	core
8740	ASV9214	0.000835422	1.28E-07	core
8741	ASV9215	0.000835422	5.84E-08	core
8742	ASV9216	0.000835422	2.05E-07	core
8743	ASV9217	0.000835422	4.24E-08	core
8744	ASV9218	0.000835422	1.72E-07	core
8745	ASV9219	0.000835422	7.29E-08	core
8746	ASV9221	0.000835422	1.36E-07	core
8747	ASV9222	0.000835422	1.64E-08	core
8748	ASV9223	0.002506266	2.28E-06	core
8749	ASV9224	0.000835422	5.77E-08	core
8750	ASV9225	0.000835422	7.74E-08	core
8751	ASV9226	0.001670844	2.16E-07	core
8752	ASV9227	0.000835422	1.98E-06	core
8753	ASV9228	0.000835422	9.99E-08	core
8754	ASV9229	0.000835422	1.45E-07	core
8755	ASV9231	0.005012531	5.08E-05	core
8756	ASV9232	0.001670844	1.05E-06	core
8757	ASV9233	0.000835422	1.46E-07	core
8758	ASV9234	0.000835422	1.88E-07	core
8759	ASV9235	0.000835422	1.14E-07	core
8760	ASV9236	0.000835422	4.85E-06	core
8761	ASV9237	0.000835422	5.90E-06	core
8762	ASV9239	0.000835422	2.10E-07	core
8763	ASV9241	0.000835422	2.97E-07	core
8764	ASV9242	0.000835422	2.98E-07	core
8765	ASV9243	0.000835422	1.10E-06	core
8766	ASV9244	0.000835422	1.59E-05	core
8767	ASV9245	0.000835422	4.81E-08	core
8768	ASV9246	0.000835422	1.07E-06	core
8769	ASV9247	0.000835422	2.39E-06	core
8770	ASV9248	0.000835422	6.27E-07	core
8771	ASV9249	0.000835422	2.63E-07	core
8772	ASV9250	0.000835422	1.25E-07	core
8773	ASV9251	0.000835422	2.62E-07	core
8774	ASV9252	0.000835422	1.05E-07	core
8775	ASV9253	0.000835422	1.79E-06	core
8776	ASV9255	0.000835422	1.93E-08	core
8777	ASV9257	0.000835422	5.37E-08	core
8778	ASV9258	0.000835422	7.01E-08	core
8779	ASV9259	0.000835422	8.61E-07	core
8780	ASV9260	0.001670844	1.81E-06	core
8781	ASV9261	0.000835422	6.15E-08	core
8782	ASV9262	0.000835422	4.65E-07	core
8783	ASV9263	0.000835422	9.90E-07	core
8784	ASV9264	0.000835422	3.71E-07	core
8785	ASV9265	0.000835422	9.03E-08	core
8786	ASV9266	0.000835422	9.56E-07	core
8787	ASV9267	0.000835422	1.73E-07	core
8788	ASV9269	0.000835422	5.86E-06	core
8789	ASV9270	0.000835422	1.55E-07	core
8790	ASV9271	0.000835422	2.62E-07	core
8791	ASV9272	0.000835422	1.09E-07	core
8792	ASV9273	0.000835422	3.42E-07	core
8793	ASV9274	0.000835422	2.03E-07	core
8794	ASV9275	0.000835422	4.20E-07	core
8795	ASV9276	0.000835422	7.61E-08	core
8796	ASV9277	0.003341688	4.24E-06	core
8797	ASV9278	0.000835422	3.42E-07	core
8798	ASV9279	0.001670844	4.33E-06	core
8799	ASV9280	0.000835422	1.40E-08	core
8800	ASV9282	0.000835422	2.59E-08	core
8801	ASV9283	0.000835422	3.05E-07	core
8802	ASV9284	0.001670844	7.56E-07	core
8803	ASV9285	0.000835422	2.72E-06	core
8804	ASV9286	0.000835422	2.48E-07	core
8805	ASV9287	0.000835422	6.50E-08	core
8806	ASV9288	0.000835422	8.76E-07	core
8807	ASV9289	0.000835422	9.46E-08	core
8808	ASV9290	0.000835422	1.46E-07	core
8809	ASV9291	0.000835422	7.74E-08	core
8810	ASV9292	0.000835422	3.17E-08	core
8811	ASV9293	0.003341688	1.56E-06	core
8812	ASV9294	0.000835422	9.89E-07	core
8813	ASV9295	0.000835422	1.85E-08	core
8814	ASV9296	0.000835422	2.30E-08	core
8815	ASV9297	0.000835422	1.16E-07	core
8816	ASV9298	0.000835422	6.29E-08	core
8817	ASV9299	0.000835422	1.08E-07	core
8818	ASV9300	0.000835422	2.71E-07	core
8819	ASV9301	0.001670844	1.59E-07	core
8820	ASV9302	0.000835422	1.90E-06	core
8821	ASV9303	0.000835422	8.08E-07	core
8822	ASV9304	0.000835422	8.05E-08	core
8823	ASV9305	0.000835422	1.47E-06	core
8824	ASV9306	0.000835422	2.98E-07	core
8825	ASV9307	0.000835422	9.71E-07	core
8826	ASV9308	0.000835422	6.39E-07	core
8827	ASV9309	0.000835422	1.18E-06	core
8828	ASV9310	0.000835422	1.24E-06	core
8829	ASV9311	0.006683375	2.24E-06	core
8830	ASV9312	0.000835422	7.19E-07	core
8831	ASV9313	0.010860485	1.19E-05	core
8832	ASV9314	0.000835422	4.21E-08	core
8833	ASV9315	0.000835422	1.37E-08	core
8834	ASV9316	0.000835422	3.39E-08	core
8835	ASV9317	0.000835422	2.30E-07	core
8836	ASV9318	0.000835422	1.71E-08	core
8837	ASV9319	0.000835422	1.59E-07	core
8838	ASV9320	0.000835422	2.34E-07	core
8839	ASV9322	0.000835422	7.19E-08	core
8840	ASV9323	0.000835422	9.44E-07	core
8841	ASV9324	0.001670844	3.30E-06	core
8842	ASV9325	0.002506266	2.07E-07	core
8843	ASV9326	0.001670844	3.61E-06	core
8844	ASV9327	0.002506266	5.30E-06	core
8845	ASV9328	0.000835422	2.52E-07	core
8846	ASV9329	0.000835422	7.72E-07	core
8847	ASV9330	0.000835422	3.52E-06	core
8848	ASV9331	0.000835422	2.71E-07	core
8849	ASV9332	0.002506266	9.49E-06	core
8850	ASV9333	0.000835422	3.67E-08	core
8851	ASV9334	0.000835422	2.07E-07	core
8852	ASV9335	0.000835422	3.09E-07	core
8853	ASV9336	0.000835422	2.16E-07	core
8854	ASV9337	0.005847953	4.21E-06	core
8855	ASV9338	0.162071846	7.87E-04	core
8856	ASV9339	0.000835422	7.40E-07	core
8857	ASV9340	0.000835422	2.45E-08	core
8858	ASV9341	0.000835422	2.71E-06	core
8859	ASV9342	0.003341688	4.27E-06	core
8860	ASV9343	0.000835422	4.25E-07	core
8861	ASV9344	0.000835422	6.56E-08	core
8862	ASV9345	0.000835422	1.22E-06	core
8863	ASV9346	0.000835422	2.07E-07	core
8864	ASV9347	0.001670844	2.27E-07	core
8865	ASV9348	0.000835422	7.98E-08	core
8866	ASV9349	0.000835422	6.60E-08	core
8867	ASV9350	0.000835422	9.29E-08	core
8868	ASV9352	0.000835422	2.56E-07	core
8869	ASV9353	0.000835422	8.82E-07	core
8870	ASV9354	0.000835422	6.47E-08	core
8871	ASV9355	0.006683375	2.17E-05	core
8872	ASV9356	0.001670844	6.73E-07	core
8873	ASV9357	0.000835422	8.90E-06	core
8874	ASV9358	0.000835422	9.88E-07	core
8875	ASV9359	0.000835422	1.44E-07	core
8876	ASV9360	0.000835422	2.76E-06	core
8877	ASV9361	0.000835422	4.15E-08	core
8878	ASV9362	0.000835422	3.15E-07	core
8879	ASV9364	0.000835422	1.82E-07	core
8880	ASV9365	0.004177109	2.64E-06	core
8881	ASV9366	0.000835422	5.39E-07	core
8882	ASV9367	0.002506266	4.45E-07	core
8883	ASV9368	0.002506266	1.44E-06	core
8884	ASV9369	0.000835422	1.56E-07	core
8885	ASV9370	0.000835422	1.54E-08	core
8886	ASV9371	0.000835422	4.88E-08	core
8887	ASV9372	0.276524645	5.82E-03	core
8888	ASV9373	0.000835422	3.08E-08	core
8889	ASV9374	0.000835422	3.68E-08	core
8890	ASV9375	0.000835422	6.07E-07	core
8891	ASV9376	0.000835422	6.19E-08	core
8892	ASV9377	0.001670844	2.60E-06	core
8893	ASV9378	0.000835422	1.54E-07	core
8894	ASV9379	0.000835422	1.68E-07	core
8895	ASV9380	0.001670844	1.07E-06	core
8896	ASV9381	0.000835422	4.47E-08	core
8897	ASV9382	0.000835422	5.11E-07	core
8898	ASV9383	0.000835422	8.30E-06	core
8899	ASV9384	0.000835422	1.02E-07	core
8900	ASV9385	0.000835422	1.93E-06	core
8901	ASV9386	0.001670844	1.08E-06	core
8902	ASV9387	0.010025063	6.18E-06	core
8903	ASV9388	0.002506266	1.75E-06	core
8904	ASV9389	0.000835422	6.66E-08	core
8905	ASV9390	0.000835422	5.33E-08	core
8906	ASV9391	0.000835422	1.13E-07	core
8907	ASV9392	0.005847953	7.88E-06	core
8908	ASV9393	0.000835422	5.07E-07	core
8909	ASV9394	0.000835422	4.34E-07	core
8910	ASV9395	0.000835422	1.42E-07	core
8911	ASV9396	0.012531328	1.98E-05	core
8912	ASV9397	0.000835422	4.64E-08	core
8913	ASV9399	0.000835422	8.80E-08	core
8914	ASV9400	0.000835422	7.28E-08	core
8915	ASV9401	0.002506266	1.17E-06	core
8916	ASV9402	0.000835422	6.12E-08	core
8917	ASV9403	0.001670844	1.12E-06	core
8918	ASV9404	0.000835422	1.66E-08	core
8919	ASV9405	0.000835422	1.96E-07	core
8920	ASV9406	0.000835422	5.24E-07	core
8921	ASV9407	0.000835422	2.86E-06	core
8922	ASV9408	0.000835422	7.85E-07	core
8923	ASV9409	0.000835422	1.48E-07	core
8924	ASV9410	0.000835422	3.42E-08	core
8925	ASV9411	0.002506266	1.04E-06	core
8926	ASV9412	0.000835422	2.60E-07	core
8927	ASV9413	0.000835422	1.16E-07	core
8928	ASV9414	0.000835422	3.14E-07	core
8929	ASV9415	0.000835422	6.44E-07	core
8930	ASV9417	0.000835422	5.29E-07	core
8931	ASV9418	0.000835422	1.37E-07	core
8932	ASV9419	0.000835422	9.20E-07	core
8933	ASV9420	0.000835422	1.11E-07	core
8934	ASV9421	0.002506266	3.65E-06	core
8935	ASV9423	0.000835422	1.58E-05	core
8936	ASV9424	0.000835422	3.26E-08	core
8937	ASV9425	0.000835422	5.75E-08	core
8938	ASV9427	0.000835422	2.06E-07	core
8939	ASV9428	0.000835422	2.82E-08	core
8940	ASV9429	0.000835422	2.03E-07	core
8941	ASV9430	0.010860485	8.91E-06	core
8942	ASV9431	0.000835422	5.77E-08	core
8943	ASV9432	0.000835422	6.99E-07	core
8944	ASV9433	0.000835422	1.18E-07	core
8945	ASV9434	0.001670844	1.54E-06	core
8946	ASV9435	0.000835422	1.85E-07	core
8947	ASV9436	0.000835422	7.64E-08	core
8948	ASV9437	0.018379282	1.41E-05	core
8949	ASV9438	0.000835422	9.31E-06	core
8950	ASV9439	0.000835422	1.19E-07	core
8951	ASV9440	0.000835422	6.48E-08	core
8952	ASV9441	0.000835422	2.83E-07	core
8953	ASV9442	0.000835422	1.52E-07	core
8954	ASV9443	0.000835422	4.04E-08	core
8955	ASV9444	0.015873016	6.78E-05	core
8956	ASV9445	0.001670844	3.24E-06	core
8957	ASV9446	0.004177109	3.73E-06	core
8958	ASV9447	0.000835422	5.95E-07	core
8959	ASV9448	0.001670844	2.23E-06	core
8960	ASV9449	0.000835422	3.62E-07	core
8961	ASV9451	0.000835422	2.18E-07	core
8962	ASV9452	0.000835422	5.73E-08	core
8963	ASV9453	0.000835422	1.55E-07	core
8964	ASV9454	0.000835422	9.07E-08	core
8965	ASV9455	0.000835422	1.19E-06	core
8966	ASV9456	0.000835422	1.44E-08	core
8967	ASV9457	0.000835422	5.98E-06	core
8968	ASV9458	0.000835422	1.02E-06	core
8969	ASV9459	0.000835422	1.08E-06	core
8970	ASV9460	0.000835422	6.08E-08	core
8971	ASV9461	0.043441938	8.21E-05	core
8972	ASV9462	0.000835422	3.62E-07	core
8973	ASV9464	0.000835422	1.53E-07	core
8974	ASV9465	0.000835422	5.06E-08	core
8975	ASV9466	0.001670844	1.88E-07	core
8976	ASV9467	0.000835422	7.48E-08	core
8977	ASV9468	0.000835422	5.18E-07	core
8978	ASV9469	0.000835422	1.11E-07	core
8979	ASV9470	0.000835422	4.90E-08	core
8980	ASV9471	0.000835422	4.01E-08	core
8981	ASV9472	0.000835422	2.49E-06	core
8982	ASV9473	0.000835422	1.53E-07	core
8983	ASV9474	0.000835422	1.11E-06	core
8984	ASV9475	0.000835422	1.87E-07	core
8985	ASV9476	0.000835422	6.94E-07	core
8986	ASV9477	0.000835422	5.82E-06	core
8987	ASV9478	0.000835422	3.82E-08	core
8988	ASV9479	0.000835422	7.79E-08	core
8989	ASV9480	0.028404344	2.66E-05	core
8990	ASV9481	0.002506266	1.18E-07	core
8991	ASV9482	0.000835422	3.47E-06	core
8992	ASV9483	0.000835422	1.71E-07	core
8993	ASV9484	0.000835422	3.13E-08	core
8994	ASV9486	0.000835422	5.75E-06	core
8995	ASV9487	0.023391813	7.79E-05	core
8996	ASV9488	0.003341688	8.00E-06	core
8997	ASV9489	0.000835422	9.18E-08	core
8998	ASV9490	0.062656642	1.20E-04	core
8999	ASV9491	0.000835422	8.89E-08	core
9000	ASV9492	0.000835422	1.01E-07	core
9001	ASV9493	0.000835422	6.74E-07	core
9002	ASV9494	0.000835422	2.48E-07	core
9003	ASV9495	0.000835422	1.36E-06	core
9004	ASV9496	0.005847953	3.01E-05	core
9005	ASV9497	0.001670844	2.48E-06	core
9006	ASV9498	0.000835422	1.46E-06	core
9007	ASV9499	0.000835422	1.73E-07	core
9008	ASV9500	0.000835422	9.59E-08	core
9009	ASV9501	0.000835422	2.68E-06	core
9010	ASV9502	0.000835422	1.87E-08	core
9011	ASV9503	0.000835422	3.87E-07	core
9012	ASV9504	0.000835422	7.08E-07	core
9013	ASV9505	0.000835422	6.60E-08	core
9014	ASV9506	0.000835422	2.53E-07	core
9015	ASV9507	0.000835422	3.23E-06	core
9016	ASV9508	0.001670844	3.45E-06	core
9017	ASV9509	0.001670844	6.36E-06	core
9018	ASV9510	0.000835422	7.39E-07	core
9019	ASV9511	0.000835422	2.16E-07	core
9020	ASV9512	0.000835422	1.72E-07	core
9021	ASV9513	0.000835422	7.38E-08	core
9022	ASV9514	0.000835422	2.54E-07	core
9023	ASV9515	0.000835422	5.83E-07	core
9024	ASV9516	0.000835422	1.26E-06	core
9025	ASV9517	0.000835422	9.69E-08	core
9026	ASV9518	0.000835422	1.69E-07	core
9027	ASV9519	0.001670844	5.38E-06	core
9028	ASV9520	0.000835422	1.75E-07	core
9029	ASV9521	0.000835422	1.92E-07	core
9030	ASV9522	0.000835422	7.17E-07	core
9031	ASV9523	0.000835422	2.39E-07	core
9032	ASV9524	0.000835422	3.60E-08	core
9033	ASV9525	0.000835422	2.28E-07	core
9034	ASV9526	0.000835422	1.05E-06	core
9035	ASV9527	0.000835422	1.02E-07	core
9036	ASV9528	0.000835422	1.20E-07	core
9037	ASV9529	0.000835422	7.75E-07	core
9038	ASV9530	0.001670844	9.19E-08	core
9039	ASV9531	0.001670844	5.74E-07	core
9040	ASV9532	0.000835422	4.71E-06	core
9041	ASV9533	0.001670844	1.67E-05	core
9042	ASV9534	0.000835422	1.85E-08	core
9043	ASV9535	0.000835422	1.38E-06	core
9044	ASV9536	0.000835422	3.07E-07	core
9045	ASV9537	0.000835422	1.19E-07	core
9046	ASV9538	0.000835422	3.92E-07	core
9047	ASV9539	0.000835422	5.27E-07	core
9048	ASV9540	0.000835422	1.29E-07	core
9049	ASV9541	0.000835422	1.98E-06	core
9050	ASV9542	0.000835422	2.88E-08	core
9051	ASV9543	0.000835422	2.12E-07	core
9052	ASV9545	0.001670844	8.62E-07	core
9053	ASV9546	0.000835422	6.84E-08	core
9054	ASV9547	0.003341688	5.26E-06	core
9055	ASV9548	0.000835422	1.09E-06	core
9056	ASV9549	0.000835422	1.93E-07	core
9057	ASV9550	0.000835422	7.10E-08	core
9058	ASV9551	0.000835422	3.84E-08	core
9059	ASV9552	0.001670844	8.18E-07	core
9060	ASV9553	0.001670844	8.28E-07	core
9061	ASV9554	0.000835422	1.32E-06	core
9062	ASV9555	0.000835422	3.10E-08	core
9063	ASV9556	0.000835422	3.05E-07	core
9064	ASV9557	0.003341688	8.04E-07	core
9065	ASV9558	0.000835422	2.32E-08	core
9066	ASV9559	0.000835422	6.33E-08	core
9067	ASV9560	0.003341688	1.25E-06	core
9068	ASV9561	0.000835422	7.30E-07	core
9069	ASV9562	0.000835422	2.48E-06	core
9070	ASV9563	0.001670844	4.26E-05	core
9071	ASV9564	0.000835422	6.09E-07	core
9072	ASV9565	0.006683375	1.86E-05	core
9073	ASV9566	0.002506266	2.33E-05	core
9074	ASV9567	0.000835422	6.68E-08	core
9075	ASV9568	0.000835422	9.45E-07	core
9076	ASV9569	0.000835422	2.57E-07	core
9077	ASV9570	0.000835422	4.31E-07	core
9078	ASV9572	0.000835422	4.20E-08	core
9079	ASV9573	0.000835422	2.07E-07	core
9080	ASV9574	0.000835422	2.22E-07	core
9081	ASV9575	0.000835422	6.68E-07	core
9082	ASV9576	0.000835422	7.74E-08	core
9083	ASV9577	0.005847953	4.83E-05	core
9084	ASV9578	0.002506266	1.04E-06	core
9085	ASV9579	0.000835422	1.69E-06	core
9086	ASV9580	0.000835422	2.53E-07	core
9087	ASV9581	0.000835422	3.89E-08	core
9088	ASV9582	0.000835422	2.14E-06	core
9089	ASV9583	0.000835422	1.08E-06	core
9090	ASV9584	0.000835422	2.97E-07	core
9091	ASV9586	0.000835422	6.31E-08	core
9092	ASV9587	0.000835422	1.04E-06	core
9093	ASV9588	0.000835422	1.90E-07	core
9094	ASV9589	0.096073517	5.25E-05	core
9095	ASV9590	0.002506266	7.52E-07	core
9096	ASV9591	0.000835422	5.85E-08	core
9097	ASV9592	0.000835422	6.72E-08	core
9098	ASV9594	0.000835422	2.16E-07	core
9099	ASV9595	0.001670844	2.33E-06	core
9100	ASV9596	0.000835422	1.13E-06	core
9101	ASV9597	0.000835422	7.62E-06	core
9102	ASV9598	0.000835422	1.62E-07	core
9103	ASV9599	0.000835422	1.38E-07	core
9104	ASV9600	0.000835422	1.02E-07	core
9105	ASV9601	0.000835422	4.76E-06	core
9106	ASV9602	0.000835422	4.79E-07	core
9107	ASV9603	0.000835422	1.66E-06	core
9108	ASV9604	0.000835422	7.88E-08	core
9109	ASV9605	0.000835422	5.02E-07	core
9110	ASV9606	0.000835422	3.67E-08	core
9111	ASV9607	0.000835422	1.37E-07	core
9112	ASV9608	0.000835422	2.06E-07	core
9113	ASV9609	0.000835422	5.72E-08	core
9114	ASV9610	0.000835422	1.45E-07	core
9115	ASV9611	0.000835422	5.47E-07	core
9116	ASV9612	0.000835422	6.94E-07	core
9117	ASV9613	0.000835422	9.18E-08	core
9118	ASV9614	0.000835422	9.84E-08	core
9119	ASV9615	0.000835422	2.15E-07	core
9120	ASV9616	0.000835422	1.57E-07	core
9121	ASV9617	0.000835422	4.71E-07	core
9122	ASV9618	0.001670844	3.97E-07	core
9123	ASV9619	0.000835422	4.89E-07	core
9124	ASV9620	0.000835422	1.10E-07	core
9125	ASV9621	0.000835422	1.60E-06	core
9126	ASV9622	0.000835422	6.00E-08	core
9127	ASV9623	0.000835422	1.15E-07	core
9128	ASV9624	0.000835422	1.90E-07	core
9129	ASV9625	0.000835422	3.40E-08	core
9130	ASV9626	0.000835422	1.85E-07	core
9131	ASV9627	0.000835422	6.50E-07	core
9132	ASV9628	0.000835422	1.73E-07	core
9133	ASV9629	0.000835422	1.50E-06	core
9134	ASV9630	0.000835422	6.19E-08	core
9135	ASV9631	0.000835422	7.01E-07	core
9136	ASV9632	0.000835422	7.83E-06	core
9137	ASV9633	0.034252297	3.97E-05	core
9138	ASV9634	0.008354219	5.64E-06	core
9139	ASV9635	0.000835422	2.31E-07	core
9140	ASV9636	0.004177109	1.84E-06	core
9141	ASV9637	0.002506266	2.35E-05	core
9142	ASV9638	0.000835422	1.65E-07	core
9143	ASV9639	0.000835422	1.40E-07	core
9144	ASV9640	0.000835422	1.75E-07	core
9145	ASV9641	0.000835422	1.72E-07	core
9146	ASV9642	0.001670844	4.03E-07	core
9147	ASV9643	0.000835422	9.73E-08	core
9148	ASV9644	0.000835422	5.16E-08	core
9149	ASV9645	0.000835422	1.13E-07	core
9150	ASV9646	0.000835422	1.27E-07	core
9151	ASV9647	0.000835422	6.60E-08	core
9152	ASV9648	0.000835422	3.35E-07	core
9153	ASV9650	0.015037594	3.70E-05	core
9154	ASV9651	0.000835422	7.02E-08	core
9155	ASV9652	0.000835422	1.01E-06	core
9156	ASV9653	0.005847953	7.59E-06	core
9157	ASV9654	0.008354219	7.96E-06	core
9158	ASV9655	0.000835422	8.75E-08	core
9159	ASV9656	0.000835422	7.93E-08	core
9160	ASV9657	0.000835422	3.01E-08	core
9161	ASV9658	0.000835422	1.03E-07	core
9162	ASV9659	0.000835422	4.91E-07	core
9163	ASV9660	0.000835422	2.89E-06	core
9164	ASV9661	0.000835422	4.12E-08	core
9165	ASV9663	0.000835422	5.14E-07	core
9166	ASV9664	0.040100251	3.76E-05	core
9167	ASV9665	0.000835422	3.24E-08	core
9168	ASV9666	0.000835422	4.52E-08	core
9169	ASV9667	0.000835422	5.00E-08	core
9170	ASV9668	0.000835422	1.13E-07	core
9171	ASV9669	0.000835422	7.75E-08	core
9172	ASV9670	0.000835422	3.35E-07	core
9173	ASV9671	0.000835422	4.76E-08	core
9174	ASV9672	0.000835422	4.73E-07	core
9175	ASV9673	0.000835422	6.20E-08	core
9176	ASV9674	0.000835422	1.23E-07	core
9177	ASV9675	0.000835422	9.06E-08	core
9178	ASV9676	0.000835422	6.19E-08	core
9179	ASV9677	0.000835422	5.74E-07	core
9180	ASV9678	0.000835422	7.69E-07	core
9181	ASV9679	0.000835422	1.39E-07	core
9182	ASV9680	0.001670844	4.83E-06	core
9183	ASV9681	0.001670844	3.80E-07	core
9184	ASV9682	0.000835422	3.45E-08	core
9185	ASV9683	0.001670844	6.22E-07	core
9186	ASV9684	0.047619048	1.45E-04	core
9187	ASV9685	0.000835422	1.13E-08	core
9188	ASV9686	0.000835422	9.84E-08	core
9189	ASV9687	0.000835422	3.22E-07	core
9190	ASV9688	0.000835422	2.39E-08	core
9191	ASV9689	0.010025063	9.29E-05	core
9192	ASV9690	0.000835422	2.10E-07	core
9193	ASV9691	0.000835422	1.11E-06	core
9194	ASV9692	0.000835422	2.43E-06	core
9195	ASV9693	0.000835422	6.96E-08	core
9196	ASV9694	0.000835422	1.34E-07	core
9197	ASV9695	0.000835422	2.85E-08	core
9198	ASV9696	0.000835422	1.06E-05	core
9199	ASV9697	0.000835422	9.39E-06	core
9200	ASV9698	0.002506266	4.16E-06	core
9201	ASV9699	0.000835422	1.18E-07	core
9202	ASV9700	0.056808688	4.80E-05	core
9203	ASV9701	0.000835422	1.17E-06	core
9204	ASV9703	0.000835422	6.36E-07	core
9205	ASV9704	0.000835422	3.40E-08	core
9206	ASV9705	0.000835422	8.92E-07	core
9207	ASV9706	0.000835422	1.96E-07	core
9208	ASV9707	0.000835422	1.26E-06	core
9209	ASV9708	0.000835422	1.38E-07	core
9210	ASV9709	0.000835422	6.84E-08	core
9211	ASV9710	0.001670844	4.20E-07	core
9212	ASV9711	0.000835422	4.17E-06	core
9213	ASV9712	0.000835422	3.11E-07	core
9214	ASV9713	0.000835422	2.11E-07	core
9215	ASV9714	0.000835422	2.79E-07	core
9216	ASV9715	0.004177109	4.39E-05	core
9217	ASV9717	0.001670844	2.12E-07	core
9218	ASV9718	0.000835422	3.99E-06	core
9219	ASV9719	0.000835422	7.09E-07	core
9220	ASV9720	0.000835422	4.44E-07	core
9221	ASV9722	0.021720969	3.18E-05	core
9222	ASV9723	0.000835422	4.03E-08	core
9223	ASV9724	0.426900585	2.67E-03	core
9224	ASV9725	0.000835422	1.79E-05	core
9225	ASV9726	0.000835422	5.27E-06	core
9226	ASV9727	0.000835422	1.25E-07	core
9227	ASV9728	0.000835422	2.18E-07	core
9228	ASV9729	0.000835422	1.37E-07	core
9229	ASV9730	0.000835422	4.72E-08	core
9230	ASV9731	0.000835422	2.25E-08	core
9231	ASV9732	0.000835422	4.63E-07	core
9232	ASV9733	0.000835422	8.78E-07	core
9233	ASV9734	0.001670844	4.38E-06	core
9234	ASV9735	0.000835422	2.20E-07	core
9235	ASV9736	0.000835422	1.73E-07	core
9236	ASV9737	0.000835422	5.55E-07	core
9237	ASV9738	0.000835422	3.16E-08	core
9238	ASV9739	0.000835422	1.23E-07	core
9239	ASV9740	0.000835422	2.19E-07	core
9240	ASV9741	0.000835422	5.52E-07	core
9241	ASV9742	0.000835422	2.91E-07	core
9242	ASV9743	0.000835422	7.57E-08	core
9243	ASV9744	0.003341688	3.42E-06	core
9244	ASV9745	0.000835422	7.10E-08	core
9245	ASV9746	0.002506266	2.23E-07	core
9246	ASV9747	0.000835422	3.34E-08	core
9247	ASV9748	0.005012531	1.97E-06	core
9248	ASV9749	0.000835422	1.15E-06	core
9249	ASV9751	0.000835422	4.96E-08	core
9250	ASV9752	0.000835422	1.57E-07	core
9251	ASV9753	0.000835422	3.66E-08	core
9252	ASV9754	0.000835422	4.37E-08	core
9253	ASV9755	0.000835422	2.19E-08	core
9254	ASV9756	0.000835422	2.00E-07	core
9255	ASV9757	0.000835422	4.39E-07	core
9256	ASV9758	0.000835422	1.44E-07	core
9257	ASV9759	0.003341688	3.75E-06	core
9258	ASV9760	0.000835422	1.18E-07	core
9259	ASV9761	0.005012531	1.89E-06	core
9260	ASV9762	0.000835422	6.26E-08	core
9261	ASV9763	0.000835422	5.36E-08	core
9262	ASV9764	0.000835422	3.59E-06	core
9263	ASV9765	0.000835422	4.31E-08	core
9264	ASV9766	0.000835422	1.26E-07	core
9265	ASV9767	0.000835422	5.70E-06	core
9266	ASV9768	0.045948204	2.48E-04	core
9267	ASV9769	0.000835422	4.91E-07	core
9268	ASV9770	0.000835422	7.05E-08	core
9269	ASV9771	0.000835422	2.83E-07	core
9270	ASV9772	0.002506266	9.54E-06	core
9271	ASV9773	0.006683375	5.75E-06	core
9272	ASV9774	0.000835422	6.79E-06	core
9273	ASV9775	0.000835422	2.91E-06	core
9274	ASV9776	0.000835422	8.71E-08	core
9275	ASV9777	0.000835422	1.48E-06	core
9276	ASV9778	0.000835422	1.99E-07	core
9277	ASV9779	0.000835422	1.09E-08	core
9278	ASV9780	0.000835422	1.60E-07	core
9279	ASV9781	0.000835422	1.04E-06	core
9280	ASV9782	0.049289891	5.73E-05	core
9281	ASV9784	0.000835422	1.02E-06	core
9282	ASV9785	0.000835422	1.16E-07	core
9283	ASV9786	0.000835422	8.24E-08	core
9284	ASV9787	0.000835422	1.69E-07	core
9285	ASV9788	0.000835422	4.09E-07	core
9286	ASV9789	0.04845447	2.62E-05	core
9287	ASV9790	0.000835422	8.83E-08	core
9288	ASV9791	0.002506266	1.04E-06	core
9289	ASV9792	0.004177109	3.82E-06	core
9290	ASV9793	0.000835422	1.96E-07	core
9291	ASV9794	0.000835422	6.12E-07	core
9292	ASV9795	0.000835422	7.95E-07	core
9293	ASV9796	0.000835422	1.87E-08	core
9294	ASV9797	0.000835422	1.02E-07	core
9295	ASV9798	0.000835422	8.33E-06	core
9296	ASV9799	0.000835422	2.30E-06	core
9297	ASV9800	0.000835422	2.73E-07	core
9298	ASV9801	0.000835422	7.23E-08	core
9299	ASV9802	0.000835422	6.30E-07	core
9300	ASV9803	0.004177109	3.50E-06	core
9301	ASV9804	0.000835422	5.58E-08	core
9302	ASV9805	0.004177109	2.26E-06	core
9303	ASV9806	0.000835422	4.83E-08	core
9304	ASV9807	0.000835422	3.67E-07	core
