	otu	otu_occ	otu_rel	fill
1601	ASV1688	0.000835422	2.54E-06	core
1602	ASV1689	0.008354219	7.37E-05	core
1603	ASV1690	0.000835422	2.23E-08	core
1604	ASV1691	0.000835422	1.14E-06	core
1605	ASV1692	0.000835422	9.10E-08	core
1606	ASV1693	0.008354219	4.91E-06	core
1607	ASV1694	0.09273183	2.23E-04	core
1608	ASV1695	0.000835422	5.76E-08	core
1609	ASV1696	0.000835422	1.16E-06	core
1610	ASV1697	0.000835422	3.76E-08	core
1611	ASV1698	0.001670844	5.31E-05	core
1612	ASV1699	0.001670844	6.94E-06	core
1613	ASV1700	0.000835422	1.56E-07	core
1614	ASV1701	0.000835422	7.44E-07	core
1615	ASV1702	0.000835422	6.95E-08	core
1616	ASV1703	0.000835422	2.31E-07	core
1617	ASV1704	0.001670844	1.22E-06	core
1618	ASV1705	0.000835422	7.84E-08	core
1619	ASV1706	0.000835422	2.11E-08	core
1620	ASV1707	0.000835422	8.76E-08	core
1621	ASV1708	0.000835422	1.38E-06	core
1622	ASV1709	0.000835422	1.66E-07	core
1623	ASV1710	0.000835422	2.77E-07	core
1624	ASV1711	0.000835422	1.94E-07	core
1625	ASV1713	0.000835422	1.09E-07	core
1626	ASV1714	0.002506266	1.13E-05	core
1627	ASV1715	0.000835422	1.18E-07	core
1628	ASV1716	0.000835422	9.92E-06	core
1629	ASV1717	0.000835422	7.16E-08	core
1630	ASV1718	0.000835422	6.82E-06	core
1631	ASV1719	0.000835422	1.49E-07	core
1632	ASV1720	0.022556391	4.98E-05	core
1633	ASV1721	0.000835422	3.53E-07	core
1634	ASV1722	0.000835422	1.35E-06	core
1635	ASV1723	0.000835422	2.04E-06	core
1636	ASV1724	0.006683375	4.45E-05	core
1637	ASV1725	0.000835422	1.24E-07	core
1638	ASV1726	0.000835422	6.42E-08	core
1639	ASV1727	0.000835422	8.10E-08	core
1640	ASV1729	0.000835422	3.41E-07	core
1641	ASV1730	0.001670844	8.22E-06	core
1642	ASV1731	0.000835422	9.50E-07	core
1643	ASV1734	0.000835422	6.38E-08	core
1644	ASV1735	0.002506266	1.71E-06	core
1645	ASV1736	0.000835422	1.35E-07	core
1646	ASV1737	0.000835422	8.32E-07	core
1647	ASV1739	0.000835422	1.07E-07	core
1648	ASV1740	0.000835422	2.49E-06	core
1649	ASV1741	0.000835422	6.84E-08	core
1650	ASV1742	0.000835422	1.22E-07	core
1651	ASV1743	0.000835422	6.67E-08	core
1652	ASV1744	0.000835422	9.29E-08	core
1653	ASV1745	0.000835422	4.27E-07	core
1654	ASV1746	0.002506266	2.03E-06	core
1655	ASV1747	0.027568922	1.62E-04	core
1656	ASV1748	0.000835422	9.23E-08	core
1657	ASV1749	0.000835422	6.75E-08	core
1658	ASV1750	0.000835422	9.06E-07	core
1659	ASV1751	0.000835422	2.07E-06	core
1660	ASV1752	0.000835422	1.33E-06	core
1661	ASV1753	0.000835422	8.69E-08	core
1662	ASV1754	0.000835422	1.44E-06	core
1663	ASV1755	0.000835422	2.23E-06	core
1664	ASV1756	0.000835422	5.35E-07	core
1665	ASV1757	0.000835422	1.99E-07	core
1666	ASV1758	0.000835422	1.16E-07	core
1667	ASV1759	0.000835422	3.17E-08	core
1668	ASV1760	0.000835422	2.07E-07	core
1669	ASV1761	0.000835422	4.40E-07	core
1670	ASV1762	0.001670844	3.93E-07	core
1671	ASV1763	0.000835422	3.10E-07	core
1672	ASV1764	0.001670844	1.95E-06	core
1673	ASV1765	0.000835422	3.88E-08	core
1674	ASV1766	0.000835422	8.69E-07	core
1675	ASV1767	0.000835422	6.38E-07	core
1676	ASV1768	0.000835422	3.15E-08	core
1677	ASV1769	0.000835422	6.84E-08	core
1678	ASV1770	0.000835422	6.93E-08	core
1679	ASV1771	0.000835422	4.66E-07	core
1680	ASV1772	0.000835422	4.21E-08	core
1681	ASV1773	0.002506266	2.72E-06	core
1682	ASV1774	0.000835422	3.78E-07	core
1683	ASV1775	0.000835422	5.18E-07	core
1684	ASV1776	0.001670844	6.27E-07	core
1685	ASV1777	0.000835422	7.64E-08	core
1686	ASV1778	0.001670844	8.46E-07	core
1687	ASV1779	0.000835422	1.57E-07	core
1688	ASV1780	0.000835422	1.36E-07	core
1689	ASV1781	0.000835422	1.43E-06	core
1690	ASV1782	0.000835422	7.47E-08	core
1691	ASV1783	0.000835422	4.95E-07	core
1692	ASV1784	0.000835422	7.97E-06	core
1693	ASV1785	0.001670844	4.65E-07	core
1694	ASV1786	0.000835422	4.26E-08	core
1695	ASV1787	0.000835422	1.57E-08	core
1696	ASV1788	0.000835422	1.37E-07	core
1697	ASV1789	0.035087719	7.04E-05	core
1698	ASV1790	0.000835422	1.30E-07	core
1699	ASV1791	0.000835422	8.75E-08	core
1700	ASV1792	0.000835422	5.37E-08	core
1701	ASV1793	0.000835422	8.82E-07	core
1702	ASV1794	0.000835422	7.99E-08	core
1703	ASV1795	0.000835422	4.15E-07	core
1704	ASV1796	0.000835422	3.26E-08	core
1705	ASV1797	0.000835422	1.57E-08	core
1706	ASV1798	0.000835422	6.72E-08	core
1707	ASV1799	0.000835422	8.52E-08	core
1708	ASV1800	0.000835422	1.02E-07	core
1709	ASV1801	0.000835422	1.29E-07	core
1710	ASV1802	0.000835422	2.14E-06	core
1711	ASV1803	0.000835422	1.07E-07	core
1712	ASV1804	0.000835422	6.34E-08	core
1713	ASV1805	0.000835422	1.43E-06	core
1714	ASV1807	0.001670844	1.62E-06	core
1715	ASV1808	0.001670844	1.13E-05	core
1716	ASV1810	0.000835422	2.95E-08	core
1717	ASV1813	0.000835422	2.83E-07	core
1718	ASV1814	0.000835422	1.42E-07	core
1719	ASV1815	0.000835422	4.54E-07	core
1720	ASV1817	0.000835422	1.53E-07	core
1721	ASV1818	0.000835422	4.53E-06	core
1722	ASV1820	0.002506266	3.67E-06	core
1723	ASV1821	0.000835422	2.07E-08	core
1724	ASV1822	0.030075188	7.67E-05	core
1725	ASV1823	0.000835422	3.90E-07	core
1726	ASV1824	0.000835422	8.31E-08	core
1727	ASV1825	0.000835422	1.58E-07	core
1728	ASV1826	0.000835422	6.41E-08	core
1729	ASV1827	0.000835422	7.93E-08	core
1730	ASV1828	0.004177109	5.41E-06	core
1731	ASV1829	0.000835422	3.54E-07	core
1732	ASV1830	0.000835422	4.03E-07	core
1733	ASV1831	0.000835422	7.64E-07	core
1734	ASV1832	0.000835422	7.14E-07	core
1735	ASV1833	0.000835422	1.46E-06	core
1736	ASV1834	0.214703425	3.61E-04	core
1737	ASV1835	0.020885547	8.11E-06	core
1738	ASV1836	0.000835422	2.68E-08	core
1739	ASV1837	0.000835422	1.27E-07	core
1740	ASV1838	0.000835422	1.74E-07	core
1741	ASV1839	0.000835422	1.05E-05	core
1742	ASV1840	0.000835422	7.61E-08	core
1743	ASV1841	0.000835422	2.97E-07	core
1744	ASV1842	0.000835422	3.92E-07	core
1745	ASV1843	0.000835422	1.10E-05	core
1746	ASV1844	0.000835422	1.17E-06	core
1747	ASV1845	0.000835422	6.26E-08	core
1748	ASV1846	0.001670844	4.05E-07	core
1749	ASV1847	0.000835422	1.01E-07	core
1750	ASV1848	0.000835422	1.04E-06	core
1751	ASV1850	0.000835422	1.37E-07	core
1752	ASV1851	0.000835422	5.21E-07	core
1753	ASV1852	0.000835422	2.54E-08	core
1754	ASV1853	0.000835422	1.88E-07	core
1755	ASV1854	0.003341688	3.14E-06	core
1756	ASV1855	0.004177109	9.15E-06	core
1757	ASV1856	0.000835422	6.94E-08	core
1758	ASV1857	0.000835422	9.01E-07	core
1759	ASV1858	0.000835422	6.90E-06	core
1760	ASV1859	0.003341688	2.46E-06	core
1761	ASV1860	0.001670844	4.02E-07	core
1762	ASV1861	0.000835422	4.73E-07	core
1763	ASV1862	0.000835422	4.59E-07	core
1764	ASV1863	0.000835422	7.59E-06	core
1765	ASV1864	0.019214703	2.87E-05	core
1766	ASV1865	0.000835422	5.43E-07	core
1767	ASV1866	0.000835422	2.22E-05	core
1768	ASV1867	0.000835422	7.85E-07	core
1769	ASV1868	0.000835422	2.27E-07	core
1770	ASV1869	0.000835422	2.24E-07	core
1771	ASV1870	0.000835422	3.48E-08	core
1772	ASV1871	0.001670844	7.18E-07	core
1773	ASV1872	0.000835422	2.74E-07	core
1774	ASV1873	0.051796157	1.82E-04	core
1775	ASV1875	0.000835422	2.31E-07	core
1776	ASV1876	0.000835422	1.40E-07	core
1777	ASV1877	0.000835422	9.87E-07	core
1778	ASV1878	0.000835422	1.21E-06	core
1779	ASV1879	0.000835422	2.54E-08	core
1780	ASV1880	0.000835422	3.79E-07	core
1781	ASV1882	0.000835422	1.70E-07	core
1782	ASV1883	0.000835422	4.35E-08	core
1783	ASV1884	0.000835422	2.25E-08	core
1784	ASV1885	0.000835422	3.08E-08	core
1785	ASV1886	0.000835422	3.80E-07	core
1786	ASV1887	0.001670844	2.45E-07	core
1787	ASV1888	0.000835422	3.83E-07	core
1788	ASV1889	0.000835422	1.18E-06	core
1789	ASV1890	0.000835422	1.03E-07	core
1790	ASV1891	0.000835422	1.27E-07	core
1791	ASV1892	0.000835422	1.55E-07	core
1792	ASV1893	0.000835422	3.47E-06	core
1793	ASV1894	0.000835422	2.89E-06	core
1794	ASV1895	0.000835422	4.04E-06	core
1795	ASV1896	0.000835422	7.32E-07	core
1796	ASV1897	0.000835422	1.38E-07	core
1797	ASV1898	0.025062657	3.80E-04	core
1798	ASV1899	0.000835422	7.41E-08	core
1799	ASV1900	0.000835422	4.21E-07	core
1800	ASV1901	0.005012531	1.88E-06	core
1801	ASV1902	0.001670844	2.14E-06	core
1802	ASV1903	0.000835422	3.17E-06	core
1803	ASV1904	0.000835422	5.91E-06	core
1804	ASV1905	0.002506266	9.66E-06	core
1805	ASV1906	0.000835422	3.48E-08	core
1806	ASV1907	0.000835422	6.26E-07	core
1807	ASV1908	0.000835422	6.76E-08	core
1808	ASV1909	0.008354219	5.91E-06	core
1809	ASV1910	0.000835422	1.26E-07	core
1810	ASV1911	0.001670844	5.67E-07	core
1811	ASV1912	0.001670844	4.89E-06	core
1812	ASV1913	0.001670844	9.72E-07	core
1813	ASV1914	0.000835422	1.60E-07	core
1814	ASV1915	0.000835422	3.71E-07	core
1815	ASV1916	0.000835422	6.91E-07	core
1816	ASV1917	0.000835422	2.10E-06	core
1817	ASV1918	0.000835422	3.28E-08	core
1818	ASV1919	0.000835422	3.05E-07	core
1819	ASV1920	0.000835422	3.86E-08	core
1820	ASV1921	0.000835422	1.40E-07	core
1821	ASV1922	0.000835422	1.85E-06	core
1822	ASV1923	0.000835422	2.05E-07	core
1823	ASV1924	0.000835422	1.32E-07	core
1824	ASV1925	0.001670844	1.42E-06	core
1825	ASV1926	0.000835422	7.38E-07	core
1826	ASV1927	0.000835422	2.21E-07	core
1827	ASV1928	0.000835422	1.48E-06	core
1828	ASV1930	0.000835422	4.53E-07	core
1829	ASV1931	0.000835422	3.04E-08	core
1830	ASV1932	0.035087719	3.35E-05	core
1831	ASV1933	0.000835422	3.64E-07	core
1832	ASV1934	0.000835422	6.69E-08	core
1833	ASV1935	0.000835422	6.22E-07	core
1834	ASV1936	0.005012531	4.21E-06	core
1835	ASV1937	0.000835422	1.93E-08	core
1836	ASV1938	0.000835422	2.17E-07	core
1837	ASV1939	0.000835422	7.79E-07	core
1838	ASV1940	0.001670844	3.49E-06	core
1839	ASV1941	0.000835422	6.80E-06	core
1840	ASV1942	0.000835422	2.11E-06	core
1841	ASV1943	0.000835422	6.31E-08	core
1842	ASV1944	0.000835422	8.83E-08	core
1843	ASV1945	0.01754386	9.19E-05	core
1844	ASV1946	0.000835422	1.04E-06	core
1845	ASV1947	0.000835422	8.33E-06	core
1846	ASV1948	0.000835422	1.93E-07	core
1847	ASV1949	0.03091061	2.00E-04	core
1848	ASV1950	0.001670844	5.95E-07	core
1849	ASV1951	0.000835422	8.31E-07	core
1850	ASV1952	0.000835422	3.13E-06	core
1851	ASV1953	0.000835422	5.07E-08	core
1852	ASV1954	0.000835422	1.60E-06	core
1853	ASV1955	0.000835422	5.95E-08	core
1854	ASV1956	0.000835422	2.55E-08	core
1855	ASV1957	0.001670844	1.72E-06	core
1856	ASV1958	0.000835422	1.01E-06	core
1857	ASV1959	0.000835422	1.13E-06	core
1858	ASV1960	0.000835422	5.59E-07	core
1859	ASV1961	0.016708438	1.22E-06	core
1860	ASV1962	0.000835422	1.70E-07	core
1861	ASV1963	0.000835422	7.10E-08	core
1862	ASV1964	0.000835422	5.27E-07	core
1863	ASV1965	0.000835422	1.41E-07	core
1864	ASV1966	0.000835422	1.92E-06	core
1865	ASV1968	0.000835422	6.38E-06	core
1866	ASV1969	0.002506266	5.14E-05	core
1867	ASV1970	0.000835422	2.99E-07	core
1868	ASV1971	0.000835422	3.08E-07	core
1869	ASV1972	0.000835422	1.80E-06	core
1870	ASV1973	0.000835422	1.55E-06	core
1871	ASV1974	0.000835422	3.57E-07	core
1872	ASV1975	0.000835422	2.09E-06	core
1873	ASV1976	0.000835422	1.03E-07	core
1874	ASV1977	0.000835422	1.85E-07	core
1875	ASV1978	0.000835422	5.84E-08	core
1876	ASV1979	0.000835422	5.15E-08	core
1877	ASV1980	0.000835422	3.50E-07	core
1878	ASV1981	0.000835422	1.06E-05	core
1879	ASV1982	0.000835422	4.01E-07	core
1880	ASV1983	0.003341688	1.59E-06	core
1881	ASV1984	0.002506266	1.42E-05	core
1882	ASV1985	0.000835422	5.14E-07	core
1883	ASV1986	0.000835422	2.22E-07	core
1884	ASV1987	0.000835422	7.56E-08	core
1885	ASV1988	0.004177109	3.29E-06	core
1886	ASV1989	0.000835422	7.53E-08	core
1887	ASV1990	0.006683375	1.25E-05	core
1888	ASV1991	0.000835422	3.92E-07	core
1889	ASV1992	0.000835422	5.73E-08	core
1890	ASV1993	0.000835422	1.48E-06	core
1891	ASV1994	0.000835422	5.43E-08	core
1892	ASV1995	0.000835422	1.00E-07	core
1893	ASV1996	0.000835422	3.67E-07	core
1894	ASV1997	0.000835422	2.49E-07	core
1895	ASV1998	0.003341688	4.67E-07	core
1896	ASV1999	0.001670844	6.05E-06	core
1897	ASV2000	0.000835422	1.96E-07	core
1898	ASV2001	0.000835422	6.77E-08	core
1899	ASV2002	0.010025063	5.96E-05	core
1900	ASV2003	0.000835422	1.91E-07	core
1901	ASV2004	0.000835422	9.45E-07	core
1902	ASV2005	0.000835422	5.66E-07	core
1903	ASV2006	0.003341688	2.18E-06	core
1904	ASV2007	0.000835422	1.49E-07	core
1905	ASV2008	0.007518797	9.27E-05	core
1906	ASV2009	0.000835422	1.29E-07	core
1907	ASV2010	0.000835422	1.72E-07	core
1908	ASV2011	0.003341688	1.43E-05	core
1909	ASV2012	0.000835422	1.40E-06	core
1910	ASV2013	0.000835422	5.92E-08	core
1911	ASV2014	0.000835422	4.46E-08	core
1912	ASV2015	0.000835422	2.34E-07	core
1913	ASV2016	0.000835422	3.45E-08	core
1914	ASV2017	0.005012531	1.12E-05	core
1915	ASV2018	0.000835422	1.49E-07	core
1916	ASV2019	0.000835422	1.73E-08	core
1917	ASV2020	0.000835422	1.28E-07	core
1918	ASV2021	0.000835422	6.82E-06	core
1919	ASV2022	0.000835422	7.11E-08	core
1920	ASV2023	0.000835422	2.11E-06	core
1921	ASV2024	0.000835422	2.99E-07	core
1922	ASV2025	0.000835422	7.85E-07	core
1923	ASV2026	0.000835422	1.43E-06	core
1924	ASV2027	0.000835422	3.59E-06	core
1925	ASV2028	0.000835422	2.28E-06	core
1926	ASV2029	0.000835422	4.76E-08	core
1927	ASV2030	0.000835422	1.65E-06	core
1928	ASV2031	0.000835422	2.67E-08	core
1929	ASV2032	0.000835422	6.91E-07	core
1930	ASV2033	0.000835422	4.39E-07	core
1931	ASV2034	0.000835422	6.09E-08	core
1932	ASV2035	0.000835422	4.35E-07	core
1933	ASV2036	0.000835422	5.77E-08	core
1934	ASV2037	0.000835422	9.73E-08	core
1935	ASV2038	0.000835422	1.18E-06	core
1936	ASV2039	0.000835422	1.98E-06	core
1937	ASV2040	0.002506266	4.27E-06	core
1938	ASV2041	0.000835422	4.64E-08	core
1939	ASV2042	0.000835422	3.29E-08	core
1940	ASV2043	0.001670844	1.38E-05	core
1941	ASV2045	0.000835422	2.08E-07	core
1942	ASV2046	0.020885547	5.61E-05	core
1943	ASV2047	0.000835422	6.35E-08	core
1944	ASV2048	0.000835422	1.54E-06	core
1945	ASV2049	0.014202172	2.39E-05	core
1946	ASV2051	0.000835422	1.36E-06	core
1947	ASV2052	0.000835422	4.45E-08	core
1948	ASV2053	0.023391813	3.08E-05	core
1949	ASV2055	0.000835422	1.92E-06	core
1950	ASV2056	0.000835422	1.05E-06	core
1951	ASV2057	0.000835422	6.03E-07	core
1952	ASV2058	0.000835422	4.72E-06	core
1953	ASV2059	0.000835422	1.29E-07	core
1954	ASV2060	0.000835422	2.17E-08	core
1955	ASV2061	0.000835422	2.92E-08	core
1956	ASV2062	0.000835422	1.91E-06	core
1957	ASV2063	0.000835422	3.30E-07	core
1958	ASV2064	0.000835422	1.67E-07	core
1959	ASV2065	0.000835422	1.12E-07	core
1960	ASV2066	0.000835422	6.76E-08	core
1961	ASV2067	0.000835422	8.93E-08	core
1962	ASV2068	0.001670844	1.42E-06	core
1963	ASV2069	0.249791145	1.63E-03	core
1964	ASV2070	0.000835422	3.36E-07	core
1965	ASV2071	0.000835422	1.34E-07	core
1966	ASV2072	0.001670844	2.38E-06	core
1967	ASV2073	0.000835422	5.87E-07	core
1968	ASV2074	0.000835422	4.47E-08	core
1969	ASV2075	0.000835422	7.44E-08	core
1970	ASV2076	0.005847953	9.28E-06	core
1971	ASV2077	0.000835422	2.98E-08	core
1972	ASV2078	0.000835422	1.14E-07	core
1973	ASV2079	0.000835422	1.89E-07	core
1974	ASV2080	0.000835422	1.61E-07	core
1975	ASV2081	0.000835422	5.18E-07	core
1976	ASV2083	0.000835422	9.37E-07	core
1977	ASV2084	0.000835422	1.48E-06	core
1978	ASV2085	0.000835422	8.26E-08	core
1979	ASV2086	0.000835422	1.05E-06	core
1980	ASV2087	0.036758563	4.35E-05	core
1981	ASV2088	0.000835422	3.72E-08	core
1982	ASV2089	0.000835422	2.83E-07	core
1983	ASV2090	0.000835422	3.29E-08	core
1984	ASV2091	0.000835422	7.85E-08	core
1985	ASV2092	0.000835422	1.90E-07	core
1986	ASV2093	0.000835422	3.36E-07	core
1987	ASV2094	0.000835422	4.76E-06	core
1988	ASV2095	0.000835422	5.44E-08	core
1989	ASV2096	0.000835422	3.75E-06	core
1990	ASV2097	0.000835422	3.73E-07	core
1991	ASV2098	0.000835422	5.91E-06	core
1992	ASV2099	0.003341688	3.53E-05	core
1993	ASV2100	0.000835422	4.76E-07	core
1994	ASV2101	0.000835422	9.43E-07	core
1995	ASV2102	0.010860485	9.91E-06	core
1996	ASV2103	0.000835422	1.43E-06	core
1997	ASV2104	0.000835422	1.17E-07	core
1998	ASV2105	0.001670844	3.89E-07	core
1999	ASV2106	0.000835422	3.88E-08	core
2000	ASV2107	0.000835422	2.07E-07	core
2001	ASV2108	0.029239766	1.56E-04	core
2002	ASV2109	0.056808688	4.13E-05	core
2003	ASV2110	0.000835422	4.71E-07	core
2004	ASV2111	0.000835422	1.43E-06	core
2005	ASV2112	0.000835422	1.93E-06	core
2006	ASV2113	0.001670844	3.26E-07	core
2007	ASV2114	0.000835422	2.70E-08	core
2008	ASV2115	0.000835422	1.57E-06	core
2009	ASV2116	0.000835422	4.72E-06	core
2010	ASV2117	0.007518797	2.09E-05	core
2011	ASV2118	0.001670844	2.28E-07	core
2012	ASV2119	0.004177109	6.42E-06	core
2013	ASV2120	0.0267335	1.39E-04	core
2014	ASV2121	0.000835422	4.46E-06	core
2015	ASV2122	0.000835422	1.32E-06	core
2016	ASV2123	0.000835422	4.31E-06	core
2017	ASV2124	0.000835422	7.87E-08	core
2018	ASV2125	0.001670844	1.15E-07	core
2019	ASV2126	0.000835422	1.86E-07	core
2020	ASV2127	0.000835422	2.07E-07	core
2021	ASV2128	0.000835422	1.41E-06	core
2022	ASV2129	0.000835422	3.10E-08	core
2023	ASV2130	0.000835422	2.67E-07	core
2024	ASV2131	0.003341688	1.52E-06	core
2025	ASV2132	0.000835422	3.11E-08	core
2026	ASV2133	0.000835422	1.52E-06	core
2027	ASV2134	0.000835422	4.89E-07	core
2028	ASV2135	0.000835422	9.86E-08	core
2029	ASV2136	0.000835422	2.62E-07	core
2030	ASV2137	0.000835422	7.81E-08	core
2031	ASV2138	0.000835422	2.05E-07	core
2032	ASV2140	0.000835422	1.75E-07	core
2033	ASV2141	0.005012531	1.43E-06	core
2034	ASV2142	0.000835422	1.10E-07	core
2035	ASV2143	0.001670844	5.48E-07	core
2036	ASV2144	0.000835422	2.44E-07	core
2037	ASV2145	0.000835422	2.34E-07	core
2038	ASV2146	0.000835422	1.41E-07	core
2039	ASV2147	0.000835422	2.61E-08	core
2040	ASV2148	0.000835422	1.67E-07	core
2041	ASV2149	0.000835422	1.69E-06	core
2042	ASV2150	0.000835422	5.88E-06	core
2043	ASV2151	0.000835422	2.56E-08	core
2044	ASV2152	0.000835422	3.17E-08	core
2045	ASV2153	0.000835422	1.79E-07	core
2046	ASV2154	0.000835422	7.09E-08	core
2047	ASV2155	0.000835422	1.69E-06	core
2048	ASV2156	0.18128655	5.29E-04	core
2049	ASV2157	0.003341688	2.11E-06	core
2050	ASV2158	0.002506266	9.76E-07	core
2051	ASV2159	0.000835422	1.06E-07	core
2052	ASV2160	0.000835422	6.26E-07	core
2053	ASV2161	0.000835422	1.82E-07	core
2054	ASV2162	0.01754386	1.35E-05	core
2055	ASV2163	0.000835422	2.66E-08	core
2056	ASV2164	0.000835422	1.07E-07	core
2057	ASV2165	0.000835422	4.64E-08	core
2058	ASV2166	0.000835422	5.12E-08	core
2059	ASV2167	0.000835422	7.83E-07	core
2060	ASV2168	0.000835422	3.63E-06	core
2061	ASV2169	0.000835422	5.35E-07	core
2062	ASV2170	0.002506266	4.40E-07	core
2063	ASV2171	0.000835422	5.11E-07	core
2064	ASV2172	0.000835422	2.17E-07	core
2065	ASV2173	0.006683375	6.04E-06	core
2066	ASV2174	0.000835422	2.57E-08	core
2067	ASV2175	0.000835422	9.60E-06	core
2068	ASV2176	0.000835422	5.19E-06	core
2069	ASV2177	0.000835422	3.79E-07	core
2070	ASV2178	0.000835422	2.15E-07	core
2071	ASV2179	0.000835422	3.74E-08	core
2072	ASV2180	0.000835422	2.07E-07	core
2073	ASV2181	0.000835422	4.62E-07	core
2074	ASV2182	0.000835422	9.30E-08	core
2075	ASV2183	0.000835422	2.55E-06	core
2076	ASV2184	0.177944862	1.53E-03	core
2077	ASV2185	0.012531328	2.16E-05	core
2078	ASV2186	0.000835422	1.14E-05	core
2079	ASV2187	0.004177109	2.27E-06	core
2080	ASV2188	0.000835422	2.96E-08	core
2081	ASV2189	0.000835422	1.34E-07	core
2082	ASV2190	0.000835422	1.04E-05	core
2083	ASV2191	0.000835422	1.68E-06	core
2084	ASV2192	0.000835422	3.58E-08	core
2085	ASV2193	0.000835422	7.57E-08	core
2086	ASV2194	0.000835422	9.39E-08	core
2087	ASV2195	0.000835422	4.11E-06	core
2088	ASV2196	0.000835422	2.45E-06	core
2089	ASV2197	0.000835422	6.05E-08	core
2090	ASV2198	0.000835422	2.05E-07	core
2091	ASV2199	0.000835422	3.15E-07	core
2092	ASV2200	0.000835422	6.10E-07	core
2093	ASV2201	0.007518797	3.91E-04	core
2094	ASV2202	0.000835422	2.30E-06	core
2095	ASV2203	0.000835422	4.34E-08	core
2096	ASV2204	0.000835422	7.63E-08	core
2097	ASV2205	0.000835422	1.37E-07	core
2098	ASV2206	0.000835422	2.32E-06	core
2099	ASV2207	0.000835422	7.05E-08	core
2100	ASV2208	0.000835422	1.19E-06	core
2101	ASV2209	0.000835422	5.55E-07	core
2102	ASV2210	0.000835422	6.45E-07	core
2103	ASV2211	0.000835422	1.20E-06	core
2104	ASV2212	0.000835422	5.09E-07	core
2105	ASV2213	0.000835422	1.01E-06	core
2106	ASV2214	0.000835422	3.10E-08	core
2107	ASV2215	0.000835422	8.98E-06	core
2108	ASV2216	0.000835422	1.42E-06	core
2109	ASV2217	0.003341688	5.09E-06	core
2110	ASV2218	0.000835422	2.58E-08	core
2111	ASV2219	0.000835422	8.38E-06	core
2112	ASV2220	0.000835422	3.77E-07	core
2113	ASV2221	0.000835422	1.14E-07	core
2114	ASV2222	0.000835422	3.55E-07	core
2115	ASV2223	0.000835422	3.71E-06	core
2116	ASV2224	0.002506266	4.36E-06	core
2117	ASV2225	0.000835422	1.48E-07	core
2118	ASV2226	0.002506266	5.48E-07	core
2119	ASV2227	0.000835422	1.88E-07	core
2120	ASV2228	0.000835422	2.91E-07	core
2121	ASV2229	0.000835422	9.78E-08	core
2122	ASV2230	0.005847953	3.35E-06	core
2123	ASV2231	0.005012531	6.10E-06	core
2124	ASV2232	0.000835422	2.96E-07	core
2125	ASV2233	0.005012531	3.60E-06	core
2126	ASV2234	0.000835422	1.05E-07	core
2127	ASV2235	0.000835422	9.66E-08	core
2128	ASV2236	0.002506266	1.23E-05	core
2129	ASV2237	0.000835422	1.51E-07	core
2130	ASV2238	0.000835422	1.18E-07	core
2131	ASV2239	0.001670844	3.38E-07	core
2132	ASV2240	0.000835422	1.90E-06	core
2133	ASV2241	0.001670844	7.63E-07	core
2134	ASV2242	0.000835422	7.72E-08	core
2135	ASV2243	0.001670844	1.21E-06	core
2136	ASV2244	0.000835422	1.36E-07	core
2137	ASV2245	0.000835422	1.07E-07	core
2138	ASV2246	0.000835422	6.61E-07	core
2139	ASV2248	0.000835422	1.57E-07	core
2140	ASV2249	0.000835422	4.20E-07	core
2141	ASV2250	0.000835422	8.45E-08	core
2142	ASV2251	0.000835422	9.96E-08	core
2143	ASV2252	0.001670844	3.08E-07	core
2144	ASV2253	0.000835422	4.00E-07	core
2145	ASV2254	0.000835422	6.38E-08	core
2146	ASV2255	0.062656642	7.50E-05	core
2147	ASV2256	0.000835422	1.79E-08	core
2148	ASV2257	0.029239766	4.45E-05	core
2149	ASV2258	0.000835422	2.64E-07	core
2150	ASV2259	0.000835422	3.52E-06	core
2151	ASV2260	0.000835422	1.37E-06	core
2152	ASV2262	0.000835422	5.12E-08	core
2153	ASV2264	0.000835422	1.57E-07	core
2154	ASV2265	0.000835422	5.39E-07	core
2155	ASV2267	0.000835422	1.25E-07	core
2156	ASV2268	0.000835422	3.90E-07	core
2157	ASV2269	0.001670844	2.19E-06	core
2158	ASV2270	0.001670844	1.23E-07	core
2159	ASV2271	0.001670844	5.26E-06	core
2160	ASV2272	0.000835422	1.99E-07	core
2161	ASV2273	0.000835422	8.16E-07	core
2162	ASV2274	0.000835422	1.32E-07	core
2163	ASV2275	0.000835422	1.48E-07	core
2164	ASV2276	0.000835422	3.28E-08	core
2165	ASV2277	0.000835422	3.22E-07	core
2166	ASV2278	0.000835422	9.40E-08	core
2167	ASV2279	0.000835422	8.54E-08	core
2168	ASV2280	0.000835422	1.19E-06	core
2169	ASV2281	0.001670844	2.63E-06	core
2170	ASV2282	0.000835422	9.44E-06	core
2171	ASV2283	0.000835422	4.32E-06	core
2172	ASV2284	0.000835422	1.41E-07	core
2173	ASV2286	0.015873016	1.86E-05	core
2174	ASV2287	0.001670844	2.88E-06	core
2175	ASV2288	0.000835422	9.18E-07	core
2176	ASV2289	0.002506266	4.30E-07	core
2177	ASV2290	0.000835422	1.29E-05	core
2178	ASV2291	0.000835422	4.83E-08	core
2179	ASV2292	0.000835422	1.35E-07	core
2180	ASV2293	0.000835422	3.02E-06	core
2181	ASV2294	0.000835422	1.54E-07	core
2182	ASV2295	0.000835422	8.52E-07	core
